PassengerId,Survived,Probability
1055,0,0.09583451267558393
1056,0,0.13649787627905322
1057,1,0.5578773849842743
1058,0,0.46769409850327825
1059,0,0.06678215425820122
1060,1,0.9286190784976397
1061,1,0.6893963415668937
1062,0,0.09605867724138932
1063,0,0.1469338100872566
1064,0,0.08894569920295442
1065,0,0.13482335281698238
1066,0,0.030826879142468046
1067,1,0.8531709557869193
1068,1,0.8572722626966832
1069,0,0.3336127228126574
1070,1,0.9693849790864967
1071,1,0.8752442052176099
1072,0,0.19207173820223564
1073,0,0.48860731154327486
1074,1,0.775034724206152
1075,0,0.12776456065248562
1076,1,0.7741954266892191
1077,0,0.14264504809663783
1078,1,0.8273723871765664
1079,0,0.07623701779694535
1080,0,0.08803133569532079
1081,0,0.1409297877024931
1082,0,0.13158123033238298
1083,0,0.3604057611759018
1084,0,0.11797787349212795
1085,0,0.09366238407611256
1086,0,0.3190799541084708
1087,0,0.0860510891395684
1088,1,0.8312138175140047
1089,1,0.7191224256733977
1090,0,0.23349832111216368
1091,1,0.6242623118930041
1092,1,0.7031590365821928
1093,0,0.2059913471880556
1094,1,0.623673053046136
1095,1,0.8468047125344993
1096,0,0.22048214020692716
1097,0,0.45252523340295414
1098,1,0.6523345463892927
1099,0,0.22692430680303619
1100,1,0.9555066005645743
1101,0,0.11246055652318891
1102,0,0.09476444847293701
1103,0,0.09585487193173821
1104,0,0.33848540109919373
1105,0,0.4738319710827924
1106,0,0.1848862854287091
1107,0,0.4185502497008228
1108,1,0.6956309787793655
1109,0,0.19597292277698974
1110,1,0.9438545529332066
1111,0,0.09626286974334906
1112,1,0.791745547715334
1113,0,0.12822642742649623
1114,1,0.9616609455848337
1115,0,0.1280929693904403
1116,1,0.8455280974389988
1117,1,0.6673782621511677
1118,0,0.12003240003518872
1119,1,0.6955024281392124
1120,0,0.06868761827084206
1121,0,0.1598700825947461
1122,0,0.3546423213524377
1123,1,0.9240398413073028
1124,0,0.09219113351316527
1125,0,0.12783222900227
1126,1,0.5879874484493782
1127,0,0.1323252964948522
1128,0,0.430572762059001
1129,0,0.18254998003020292
1130,1,0.7820560607260832
1131,1,0.7415850688257355
1132,1,0.835764352689367
1133,1,0.6466734709230831
1134,0,0.47474019784457766
1135,0,0.09619646467702543
1136,0,0.059556814302469036
1137,0,0.3518830407532977
1138,1,0.8381618863426791
1139,0,0.0938173939125589
1140,1,0.7398683017668524
1141,1,0.63614858600179
1142,1,0.865999567916592
1143,0,0.13236349681383447
1144,1,0.6664008473634445
1145,0,0.1169085734023037
1146,0,0.08814071669954011
1147,0,0.09605867724138932
1148,0,0.12776456065248562
1149,0,0.10188794403060103
1150,1,0.8479123428849169
1151,0,0.12808205438837147
1152,0,0.056734785145261236
1153,0,0.12812361959949592
1154,1,0.7622641453226919
1155,1,0.7528312348978519
1156,0,0.2585548270960551
1157,0,0.096199855451297
1158,0,0.3327506220041454
1159,0,0.09605867724138932
1160,1,0.6241934262782903
1161,0,0.1461077965101019
1162,1,0.5152621095403955
1163,0,0.12776456065248562
1164,1,0.9699939631989634
1165,1,0.6222834166780313
1166,0,0.13482105086175591
1167,1,0.7988577027550045
1168,0,0.20194949223006262
1169,0,0.10816335220843921
1170,0,0.146521330785335
1171,0,0.24020361017809247
1172,1,0.6810910994157299
1173,0,0.16571325140447377
1174,1,0.6955024281392124
1175,1,0.7713088143403294
1176,1,0.7529481872653047
1177,0,0.07748867724712054
1178,0,0.09593634762704123
1179,1,0.54060105374004
1180,0,0.22525901793438632
1181,0,0.09626286974334906
1182,0,0.3752636937007623
1183,1,0.6923332362250362
1184,0,0.13482335281698238
1185,1,0.5125593927552462
1186,0,0.07824780257736774
1187,0,0.10881053743779635
1188,1,0.9098986056840241
1189,0,0.0746513683266473
1190,0,0.37915404181576334
1191,0,0.09846127388553709
1192,0,0.08898373248464278
1193,1,0.5127957320028049
1194,0,0.11963518646604517
1195,0,0.11658757655901279
1196,1,0.6955024281392124
1197,1,0.7406352954149362
1198,0,0.047928568033115855
1199,0,0.21807104546969533
1200,0,0.25939754348881044
1201,0,0.40253297942043975
1202,0,0.14153987764706716
1203,0,0.1717375450497846
1204,0,0.09606887766618662
1205,1,0.6353226424547948
1206,1,0.9524356863685536
1207,1,0.7853314293672101
1208,0,0.40727808348779243
1209,0,0.26109824894016265
1210,0,0.10524652451489298
1211,0,0.14440685350184776
1212,0,0.10875550835172795
1213,0,0.25712836362002267
1214,1,0.6083524379209827
1215,0,0.3332600921688731
1216,1,0.9369700478206344
1217,0,0.11966275062530711
1218,1,0.9791320875343366
1219,0,0.3672519837893217
1220,0,0.1542619677366154
1221,0,0.24923092004110095
1222,1,0.6282858140346402
1223,1,0.5266667393196987
1224,0,0.13482105086175591
1225,1,0.6999504365897591
1226,0,0.10526493303171709
1227,1,0.8366273352986864
1228,0,0.18082008058343194
1229,0,0.08067531612818353
1230,0,0.2379075891813361
1231,0,0.13482335281698238
1232,0,0.26831866877500526
1233,0,0.08890917933178255
1234,0,0.034060125584554526
1235,1,0.9692083829866651
1236,0,0.06375204208862946
1237,1,0.7337479735876568
1238,0,0.21615585225828757
1239,1,0.6410497836043657
1240,0,0.22940671296313303
1241,1,0.787635061535929
1242,1,0.9355096260400876
1243,0,0.22048214020692716
1244,0,0.33022899301520114
1245,0,0.07659996439929527
1246,1,0.7444821767976176
1247,0,0.33113760984412677
1248,1,0.8859768269097321
1249,0,0.09619307400954887
1250,0,0.12776456065248562
1251,1,0.5419831365605747
1252,0,0.010762243849982407
1253,1,0.8252357931899513
1254,1,0.787635061535929
1255,0,0.10560471630377435
1256,1,0.9895541743482286
1257,0,0.35477102966875085
1258,0,0.1008209752597685
1259,1,0.7194363091587173
1260,1,0.8841454453411389
1261,0,0.2667590287991039
1262,0,0.18650201144188536
1263,1,0.9744895273675159
1264,0,0.3125740033119657
1265,0,0.12390247435710618
1266,1,0.9404751450324523
1267,1,0.9569177541108658
1268,1,0.5173977005950918
1269,0,0.24791444797289217
1270,0,0.31523291634442585
1271,0,0.05238984108673276
1272,0,0.12776456065248562
1273,0,0.14392919984131178
1274,1,0.6312754827639216
1275,1,0.6408363895437068
1276,0,0.1937181032085201
1277,1,0.7658163826956063
1278,0,0.11615876105258009
1279,0,0.0803011357784509
1280,0,0.1682408419510044
1281,0,0.07564432391190261
1282,1,0.6492578002795719
1283,1,0.875998073560212
1284,0,0.14285095683444363
1285,0,0.1111522729913601
1286,0,0.0338344684772933
1287,1,0.9538042027787206
1288,0,0.15293154464651676
1289,1,0.9886312276594602
1290,0,0.12399585730841273
1291,0,0.12247383292301667
1292,1,0.9767892716363917
1293,0,0.11315244274832023
1294,1,0.9471275020833441
1295,0,0.49916435465847503
1296,0,0.3979389289072344
1297,0,0.4866200941703112
1298,0,0.1748268674175005
1299,1,0.5187873783281702
1300,1,0.6954733706701073
1301,1,0.7402083595082409
1302,1,0.6955024281392124
1303,1,0.8746677878131188
1304,1,0.6385619878448854
1305,0,0.09626286974334906
1306,1,0.9617918615045209
1307,0,0.07111319687153182
1308,0,0.09626286974334906
1309,0,0.09401139059134532
